commune,region,population,part_65_plus_pct,densite_hab_km2,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,hab_par_audio,nb_orl_liberaux_2022
Colméry,27 - Bourgogne-Franche-Comté,299,44.2,12.37,21630.0,7.9,0,299.0,0
Le Dorat,75 - Nouvelle-Aquitaine,1638,45.9,68.91,18780.0,6.7,0,1638.0,0
Huelgoat,53 - Bretagne,1409,45.4,94.75,19410.0,7.0,0,1409.0,0
Loctudy,53 - Bretagne,4050,39.8,318.15,23720.0,8.6,0,4050.0,0
Azerables,75 - Nouvelle-Aquitaine,814,45.6,20.64,19740.0,7.0,0,814.0,0
Saint-Antonin,76 - Occitanie,155,44.2,13.85,21460.0,8.3,0,155.0,0
Cléden-Cap-Sizun,53 - Bretagne,933,45.5,48.9,18870.0,8.6,0,933.0,0
Isolaccio-di-Fiumorbo,94 - Corse,310,46.9,7.58,16810.0,9.9,0,310.0,0
Tardets-Sorholus,75 - Nouvelle-Aquitaine,551,45.0,36.76,20300.0,7.5,0,551.0,0
Le Perreux-sur-Marne,11 - Île-de-France,33793,17.1,8533.59,29560.0,18.9,4,6758.6,2
Oris-en-Rattier,84 - Auvergne-Rhône-Alpes,112,42.5,5.95,23740.0,8.1,0,112.0,0
Fourcès,76 - Occitanie,261,46.2,11.0,18930.0,7.5,0,261.0,0
La Celle-Saint-Cloud,11 - Île-de-France,20830,17.6,3579.04,28700.0,18.2,0,20830.0,1
Fontanges,84 - Auvergne-Rhône-Alpes,199,44.3,11.03,21520.0,7.3,0,199.0,0
Lalouvesc,84 - Auvergne-Rhône-Alpes,382,46.1,36.28,19250.0,6.5,0,382.0,0
Cassis,93 - Provence-Alpes-Côte d'Azur,7027,35.6,261.52,27260.0,16.7,2,2342.3333333333335,0
Saint-Pair-sur-Mer,28 - Normandie,4053,38.9,281.07,24710.0,8.3,0,4053.0,0
Penvénan,53 - Bretagne,2517,41.5,126.86,22830.0,8.0,0,2517.0,0
Menou,27 - Bourgogne-Franche-Comté,183,44.9,10.51,20270.0,7.9,0,183.0,0
Castelmary,76 - Occitanie,114,46.1,9.65,19000.0,7.3,0,114.0,0
Nernier,84 - Auvergne-Rhône-Alpes,376,25.6,206.59,41940.0,15.4,0,376.0,0
Gargilesse-Dampierre,24 - Centre-Val de Loire,283,45.6,18.0,19820.0,6.6,0,283.0,0
Montmirey-la-Ville,27 - Bourgogne-Franche-Comté,174,43.2,44.27,22460.0,7.8,0,174.0,0
Le Falgoux,84 - Auvergne-Rhône-Alpes,116,45.7,3.79,19450.0,7.3,0,116.0,0
Alise-Sainte-Reine,27 - Bourgogne-Franche-Comté,571,42.2,149.09,23390.0,7.5,0,571.0,0
Grugny,28 - Normandie,1009,41.4,317.3,22240.0,10.6,0,1009.0,0
Saint-Clément-de-Rivière,76 - Occitanie,4923,30.9,386.72,33880.0,14.1,1,2461.5,0
Saint-Martin-du-Vivier,28 - Normandie,1644,29.5,328.8,37010.0,12.1,0,1644.0,0
Venasque,93 - Provence-Alpes-Côte d'Azur,1011,42.2,28.88,22030.0,10.1,0,1011.0,0
Coustouges,76 - Occitanie,93,48.4,5.52,15080.0,8.7,0,93.0,0
Poggio-di-Nazza,94 - Corse,178,44.8,5.43,19230.0,9.9,0,178.0,0
Saint-Séverin-sur-Boutonne,75 - Nouvelle-Aquitaine,96,46.1,12.34,18460.0,8.0,0,96.0,0
Escobecques,32 - Hauts-de-France,297,30.1,160.54,37440.0,12.2,0,297.0,0
Mérigny,24 - Centre-Val de Loire,539,45.6,16.97,19380.0,6.8,0,539.0,0
Chaumard,27 - Bourgogne-Franche-Comté,209,43.5,12.94,21860.0,7.9,0,209.0,0
Guilvinec,53 - Bretagne,2670,40.7,1085.37,21020.0,8.7,0,2670.0,0
Fâchin,27 - Bourgogne-Franche-Comté,108,45.2,7.78,19610.0,7.9,0,108.0,0
Saint-Pierre-Quiberon,53 - Bretagne,2056,39.6,272.68,23030.0,12.1,0,2056.0,0
Viroflay,11 - Île-de-France,16406,17.3,4700.86,34800.0,19.9,1,8203.0,1
Gâvres,53 - Bretagne,678,42.9,360.64,20700.0,9.4,0,678.0,0
Lavoûte-Chilhac,84 - Auvergne-Rhône-Alpes,277,45.5,76.73,19240.0,7.1,0,277.0,0
Ville-d'Avray,11 - Île-de-France,11050,17.3,3010.9,36350.0,19.3,0,11050.0,1
La Rochette,11 - Île-de-France,3749,36.0,640.85,26420.0,14.4,1,1874.5,0
Bonnay,27 - Bourgogne-Franche-Comté,834,40.3,108.88,24430.0,9.6,0,834.0,0
Châteauvieux,93 - Provence-Alpes-Côte d'Azur,496,39.5,70.16,26130.0,9.0,0,496.0,0
Nicey,27 - Bourgogne-Franche-Comté,110,45.9,4.61,18810.0,7.2,0,110.0,0
Sant'Andréa-di-Bozio,94 - Corse,71,58.9,2.95,,9.9,0,71.0,0
Antony,11 - Île-de-France,62858,17.6,6575.1,30260.0,19.8,6,8979.714285714286,4
Bénodet,53 - Bretagne,3584,37.1,340.36,25970.0,9.9,0,3584.0,0
Venanson,93 - Provence-Alpes-Côte d'Azur,160,43.3,8.9,20870.0,9.9,0,160.0,0
Plouha,53 - Bretagne,4522,40.7,113.13,21410.0,8.8,0,4522.0,0
Sos,75 - Nouvelle-Aquitaine,657,45.8,12.42,17680.0,8.6,0,657.0,0
Enghien-les-Bains,11 - Île-de-France,11285,22.3,6375.71,30440.0,18.8,6,1612.142857142857,5
Valleroy,27 - Bourgogne-Franche-Comté,149,40.0,48.85,25350.0,9.4,0,149.0,0
Ardon,24 - Centre-Val de Loire,1092,33.6,20.35,32150.0,11.8,0,1092.0,0
La Guiche,27 - Bourgogne-Franche-Comté,624,44.0,22.47,20740.0,7.2,0,624.0,0
La Chaulme,84 - Auvergne-Rhône-Alpes,113,45.1,8.31,19910.0,6.7,0,113.0,0
Pomayrols,76 - Occitanie,119,45.8,5.15,18230.0,8.2,0,119.0,0
Ivry-sur-Seine,11 - Île-de-France,63309,12.6,10378.52,18480.0,20.1,2,21103.0,1
Barriac-les-Bosquets,84 - Auvergne-Rhône-Alpes,128,45.6,10.0,19100.0,6.9,0,128.0,0
Croissy-sur-Seine,11 - Île-de-France,9602,19.7,2791.28,38460.0,19.6,1,4801.0,0
Bazauges,75 - Nouvelle-Aquitaine,114,45.0,13.77,19350.0,8.0,0,114.0,0
Plestin-les-Grèves,53 - Bretagne,3605,42.3,104.43,21760.0,8.4,1,1802.5,0
Camaret-sur-Mer,53 - Bretagne,2504,41.4,215.12,21820.0,8.2,0,2504.0,0
Les Mathes,75 - Nouvelle-Aquitaine,2042,40.9,59.39,22140.0,10.3,0,2042.0,0
Luc,76 - Occitanie,213,46.4,4.62,17520.0,7.6,0,213.0,0
Châtelaillon-Plage,75 - Nouvelle-Aquitaine,5871,37.5,890.9,24590.0,12.8,2,1957.0,0
Guémené-sur-Scorff,53 - Bretagne,1057,43.1,903.42,19310.0,7.6,0,1057.0,0
Sidiailles,24 - Centre-Val de Loire,298,45.6,9.32,19020.0,6.5,0,298.0,0
Binic-Étables-sur-Mer,53 - Bretagne,7006,36.3,456.71,24320.0,9.1,0,7006.0,0
Chahaignes,52 - Pays de la Loire,686,43.6,30.05,21010.0,7.2,0,686.0,0
Saint-Jean-de-Monts,52 - Pays de la Loire,8668,40.3,140.44,21380.0,10.4,1,4334.0,0
Ancy-le-Libre,27 - Bourgogne-Franche-Comté,172,42.3,7.94,23180.0,7.2,0,172.0,0
Baudrecourt,44 - Grand Est,188,40.2,37.08,25130.0,8.8,0,188.0,0
Plougasnou,53 - Bretagne,2757,41.1,81.23,22810.0,7.0,0,2757.0,0
Raulhac,84 - Auvergne-Rhône-Alpes,268,45.6,15.78,19110.0,6.2,0,268.0,0
Bergouey,75 - Nouvelle-Aquitaine,101,42.6,23.01,22110.0,8.5,0,101.0,0
Bussières,84 - Auvergne-Rhône-Alpes,1533,43.2,91.47,20780.0,7.1,0,1533.0,0
Locmariaquer,53 - Bretagne,1560,40.1,141.95,23880.0,9.0,0,1560.0,0
Fontette,44 - Grand Est,198,31.3,10.23,38250.0,6.5,0,198.0,0
Trélévern,53 - Bretagne,1244,40.0,179.25,24650.0,8.0,0,1244.0,0
Le Port,04 - La Réunion,33531,26.2,2017.51,13400.0,11.4,0,33531.0,1
Lagarde,76 - Occitanie,198,45.4,16.6,18700.0,7.6,0,198.0,0
Sauveterre-de-Rouergue,76 - Occitanie,744,44.6,31.75,19490.0,7.3,0,744.0,0
Grilly,84 - Auvergne-Rhône-Alpes,836,18.4,111.47,48590.0,19.3,0,836.0,0
Île-d'Aix,75 - Nouvelle-Aquitaine,211,44.1,177.31,18980.0,9.8,0,211.0,0
Bondy,11 - Île-de-France,54055,12.4,9882.08,16400.0,16.4,1,27027.5,2
Dommartemont,44 - Grand Est,580,30.2,439.39,37140.0,9.1,0,580.0,0
Rayol-Canadel-sur-Mer,93 - Provence-Alpes-Côte d'Azur,689,37.5,100.88,25170.0,14.7,0,689.0,0
Villeherviers,24 - Centre-Val de Loire,457,41.3,11.75,23560.0,8.2,0,457.0,0
Recoules-d'Aubrac,76 - Occitanie,179,46.1,6.74,18280.0,6.2,0,179.0,0
Saint-Michel-en-l'Herm,52 - Pays de la Loire,2344,41.8,42.77,20520.0,10.0,0,2344.0,0
Le Bugue,75 - Nouvelle-Aquitaine,2591,43.7,89.47,19940.0,8.3,1,1295.5,0
Civray,24 - Centre-Val de Loire,913,42.1,22.34,22340.0,7.7,0,913.0,0
Arès,75 - Nouvelle-Aquitaine,6349,37.6,131.59,23890.0,12.5,1,3174.5,2
Dracy-le-Fort,27 - Bourgogne-Franche-Comté,1395,34.5,219.34,31570.0,8.1,0,1395.0,0
Saint-Julia-de-Bec,76 - Occitanie,104,44.2,7.49,19810.0,8.3,0,104.0,0
Noé-les-Mallets,44 - Grand Est,118,19.8,14.17,53500.0,6.5,0,118.0,0
Loures-Barousse,76 - Occitanie,632,43.5,292.59,19410.0,8.9,0,632.0,0
L'Étang-la-Ville,11 - Île-de-France,4459,22.2,828.81,39790.0,17.5,0,4459.0,0
L'Union,76 - Occitanie,11458,33.5,1692.47,26740.0,11.9,2,3819.3333333333335,0
Lamalou-les-Bains,76 - Occitanie,2508,41.0,405.83,20590.0,9.8,0,2508.0,0
Sèvres,11 - Île-de-France,23251,17.6,5946.55,32420.0,21.4,3,5812.75,1
Sabarros,76 - Occitanie,34,58.8,9.26,,8.4,0,34.0,0
La Grande-Motte,76 - Occitanie,8755,38.3,827.5,21830.0,15.2,3,2188.75,1
Bélaye,76 - Occitanie,217,43.1,11.61,20970.0,8.3,0,217.0,0
Saint-Armel,53 - Bretagne,2094,39.6,270.19,22890.0,9.9,0,2094.0,0
Le Lonzac,75 - Nouvelle-Aquitaine,807,43.1,22.44,20760.0,7.7,0,807.0,0
Treignac,75 - Nouvelle-Aquitaine,1327,43.7,36.13,20840.0,7.0,1,663.5,0
Carantec,53 - Bretagne,3173,36.9,351.77,25960.0,9.0,0,3173.0,0
Excideuil,75 - Nouvelle-Aquitaine,1172,44.1,233.47,18640.0,7.7,0,1172.0,0
Chamalières,84 - Auvergne-Rhône-Alpes,17210,29.0,4564.99,26550.0,11.1,3,4302.5,0
Mont-Saint-Vincent,27 - Bourgogne-Franche-Comté,321,41.0,23.6,23750.0,7.9,0,321.0,0
Montaillou,76 - Occitanie,17,58.8,1.97,,8.0,0,17.0,0
Saint-Arnoult,28 - Normandie,1149,39.2,224.41,23020.0,12.1,0,1149.0,0
Saint-Georges-sur-Baulche,27 - Bourgogne-Franche-Comté,3230,38.0,336.46,25250.0,10.6,1,1615.0,0
Port-des-Barques,75 - Nouvelle-Aquitaine,1773,40.5,313.25,21740.0,9.8,0,1773.0,0
Île-Tudy,53 - Bretagne,735,38.7,583.33,24890.0,8.6,0,735.0,0
Audierne,53 - Bretagne,3692,41.8,200.98,21000.0,9.0,1,1846.0,0
Pontmain,52 - Pays de la Loire,819,43.8,114.23,20150.0,6.2,0,819.0,0
Le Grand-Village-Plage,75 - Nouvelle-Aquitaine,1060,41.4,175.21,21030.0,10.3,0,1060.0,0
Bormes-les-Mimosas,93 - Provence-Alpes-Côte d'Azur,8223,34.8,84.49,22730.0,14.6,0,8223.0,0
La Nocle-Maulaix,27 - Bourgogne-Franche-Comté,280,45.7,8.57,17830.0,6.9,0,280.0,0
Villapourçon,27 - Bourgogne-Franche-Comté,411,44.9,8.15,18300.0,7.9,0,411.0,0
Fort-Mahon-Plage,32 - Hauts-de-France,1300,41.8,99.69,20670.0,9.8,0,1300.0,0
Liausson,76 - Occitanie,147,43.6,18.49,18780.0,10.8,0,147.0,0
Oulles,84 - Auvergne-Rhône-Alpes,6,57.1,0.54,,12.3,0,6.0,0
Bompas,76 - Occitanie,7310,36.5,1282.46,20190.0,10.9,0,7310.0,0
Salers,84 - Auvergne-Rhône-Alpes,328,42.5,67.63,21730.0,7.3,0,328.0,0
Saint-Lizier,76 - Occitanie,1357,40.8,150.61,22910.0,7.6,0,1357.0,0
Capdrot,75 - Nouvelle-Aquitaine,489,43.7,11.18,19530.0,8.4,0,489.0,0
Chazelles,75 - Nouvelle-Aquitaine,1581,42.4,61.28,21190.0,6.7,0,1581.0,0
Pierrerue,93 - Provence-Alpes-Côte d'Azur,506,41.8,46.59,21190.0,10.0,0,506.0,0
Noisy-le-Roi,11 - Île-de-France,7577,23.9,1395.4,36640.0,17.4,1,3788.5,0
Bassignac-le-Haut,75 - Nouvelle-Aquitaine,168,43.0,9.15,21030.0,7.6,0,168.0,0
Saint-Jean-de-Barrou,76 - Occitanie,258,42.7,33.9,20930.0,8.3,0,258.0,0
Saint-Cyr-au-Mont-d'Or,84 - Auvergne-Rhône-Alpes,5721,23.5,784.77,38120.0,13.6,0,5721.0,1
Saint-Maurice-aux-Riches-Hommes,27 - Bourgogne-Franche-Comté,421,40.9,12.69,22380.0,10.1,0,421.0,0
Tréguier,53 - Bretagne,2401,41.5,1579.61,18700.0,8.6,1,1200.5,0
Saliceto,94 - Corse,45,57.8,3.59,,9.9,0,45.0,0
Saint-Clément-des-Baleines,75 - Nouvelle-Aquitaine,663,39.1,97.5,24340.0,10.2,0,663.0,0
Beynes,11 - Île-de-France,7651,29.7,412.23,28790.0,15.0,0,7651.0,0
Porspoder,53 - Bretagne,1795,39.2,158.99,23670.0,9.3,0,1795.0,0
Palavas-les-Flots,76 - Occitanie,5903,33.5,2480.25,20640.0,14.3,0,5903.0,0
Fréhel,53 - Bretagne,1584,41.1,83.77,21780.0,8.5,0,1584.0,0
Borne,84 - Auvergne-Rhône-Alpes,407,42.9,74.27,21390.0,6.1,0,407.0,0
Saint-Sorlin-de-Conac,75 - Nouvelle-Aquitaine,200,43.9,13.01,19220.0,8.3,0,200.0,0
Charly,84 - Auvergne-Rhône-Alpes,4552,29.1,894.3,31640.0,13.0,0,4552.0,0
Neuwiller,44 - Grand Est,474,26.9,127.42,39850.0,11.9,0,474.0,0
Villars,84 - Auvergne-Rhône-Alpes,7952,34.7,1390.21,22710.0,8.5,0,7952.0,0
Île-de-Batz,53 - Bretagne,455,41.1,149.18,22290.0,8.6,0,455.0,0
Prayssac,76 - Occitanie,2394,42.7,99.54,21090.0,8.3,2,798.0,0
Mandelieu-la-Napoule,93 - Provence-Alpes-Côte d'Azur,21836,30.4,696.08,23090.0,16.7,1,10918.0,3
Darazac,75 - Nouvelle-Aquitaine,139,43.6,9.55,19940.0,7.6,0,139.0,0
Lozzi,94 - Corse,116,42.4,3.77,20410.0,9.9,0,116.0,0
Le Nayrac,76 - Occitanie,535,44.0,14.63,19740.0,6.2,0,535.0,0
Trégastel,53 - Bretagne,2501,38.8,357.29,23340.0,8.6,0,2501.0,0
Meudon,11 - Île-de-France,45748,22.5,4621.01,29120.0,21.5,3,11437.0,1
Saujon,75 - Nouvelle-Aquitaine,7146,39.7,395.46,20940.0,10.1,1,3573.0,0
Leucate,76 - Occitanie,4520,41.3,191.93,20370.0,9.8,1,2260.0,0
Behonne,44 - Grand Est,608,40.0,66.3,24100.0,7.8,0,608.0,0
Pleubian,53 - Bretagne,2313,41.6,115.07,20480.0,8.0,0,2313.0,0
Gizia,27 - Bourgogne-Franche-Comté,235,42.4,31.97,21310.0,7.5,0,235.0,0
Saint-Alyre-d'Arlanc,84 - Auvergne-Rhône-Alpes,160,45.4,6.61,18070.0,6.1,0,160.0,0
Chatou,11 - Île-de-France,30330,17.6,5970.47,31690.0,18.6,3,7582.5,0
Luzy,27 - Bourgogne-Franche-Comté,1982,43.7,47.56,19390.0,7.6,1,991.0,0
Laroque-des-Albères,76 - Occitanie,2128,39.6,103.75,22270.0,10.0,0,2128.0,0
Bures-sur-Yvette,11 - Île-de-France,9577,21.5,2296.64,32550.0,17.5,0,9577.0,0
Arx,75 - Nouvelle-Aquitaine,50,58.0,2.07,,8.4,0,50.0,0
Sainte-Sévère-sur-Indre,24 - Centre-Val de Loire,770,43.0,29.58,20500.0,6.5,0,770.0,0
Limogne-en-Quercy,76 - Occitanie,735,43.4,22.75,19050.0,8.4,0,735.0,0
Corcelles-les-Monts,27 - Bourgogne-Franche-Comté,632,36.5,44.1,28070.0,9.0,0,632.0,0
Luchapt,75 - Nouvelle-Aquitaine,250,45.4,9.47,17320.0,7.2,0,250.0,0
Banyuls-sur-Mer,76 - Occitanie,4752,38.9,112.0,20500.0,11.3,0,4752.0,0
La Chaume,27 - Bourgogne-Franche-Comté,100,43.9,3.02,19430.0,7.2,0,100.0,0
Chaville,11 - Île-de-France,20702,15.6,5831.55,30890.0,20.2,1,10351.0,0
Brigueil-le-Chantre,75 - Nouvelle-Aquitaine,509,45.6,9.46,16810.0,7.2,0,509.0,0
Bellême,28 - Normandie,1456,41.1,851.46,20040.0,7.7,0,1456.0,0
Saint-Julien-des-Points,76 - Occitanie,112,43.5,29.24,19850.0,7.2,0,112.0,0
La Renaudie,84 - Auvergne-Rhône-Alpes,126,44.4,6.99,18200.0,8.1,0,126.0,0
Saint-Just,76 - Occitanie,3266,36.9,537.17,22430.0,12.9,0,3266.0,0
Châtillon-sur-Indre,24 - Centre-Val de Loire,2464,43.8,54.39,19190.0,6.8,1,1232.0,0
Madranges,75 - Nouvelle-Aquitaine,192,42.0,14.91,21930.0,6.9,0,192.0,0
Missery,27 - Bourgogne-Franche-Comté,106,41.7,10.97,22080.0,7.5,0,106.0,0
Olmeta-di-Capocorso,94 - Corse,138,44.4,6.4,16650.0,11.1,0,138.0,0
Alleyras,84 - Auvergne-Rhône-Alpes,159,43.6,6.4,19120.0,8.2,0,159.0,0
Les Pavillons-sous-Bois,11 - Île-de-France,23960,12.4,8205.48,21000.0,16.2,0,23960.0,1
Saint-Augustin,75 - Nouvelle-Aquitaine,1374,40.2,72.97,21600.0,10.3,0,1374.0,0
La Turballe,52 - Pays de la Loire,4580,38.5,247.17,23090.0,10.7,1,2290.0,0
Donville-les-Bains,28 - Normandie,3138,37.0,1141.09,22560.0,9.6,0,3138.0,0
San-Gavino-di-Fiumorbo,94 - Corse,106,43.4,4.78,18530.0,9.9,0,106.0,0
Mialet,75 - Nouvelle-Aquitaine,620,43.3,16.62,19240.0,7.9,0,620.0,0
Maisons-Laffitte,11 - Île-de-France,23611,18.9,3497.93,35090.0,20.5,3,5902.75,1
Voisins-le-Bretonneux,11 - Île-de-France,10921,15.0,4588.66,34750.0,17.6,0,10921.0,0
Cardo-Torgia,94 - Corse,32,56.2,8.25,,12.6,0,32.0,0
Six-Fours-les-Plages,93 - Provence-Alpes-Côte d'Azur,33665,32.4,1266.55,22960.0,14.4,3,8416.25,1
Marcigny,27 - Bourgogne-Franche-Comté,1754,43.8,215.21,19190.0,6.3,1,877.0,0
Beaulieu-sur-Dordogne,75 - Nouvelle-Aquitaine,1290,42.3,76.38,20080.0,7.6,0,1290.0,0
Sorbollano,94 - Corse,77,56.4,10.0,,11.9,0,77.0,0
Saignes,84 - Auvergne-Rhône-Alpes,828,41.8,121.59,21120.0,7.3,0,828.0,0
Montigny-en-Morvan,27 - Bourgogne-Franche-Comté,285,44.1,14.19,18490.0,7.6,0,285.0,0
Luçay-le-Mâle,24 - Centre-Val de Loire,1355,43.1,19.9,19500.0,6.6,0,1355.0,0
Droué,24 - Centre-Val de Loire,1000,43.1,41.6,19390.0,7.2,0,1000.0,0
Antibes,93 - Provence-Alpes-Côte d'Azur,72915,26.8,2753.59,23050.0,17.3,6,10416.42857142857,7
Mazzola,94 - Corse,29,57.1,4.4,,9.9,0,29.0,0
Loix,75 - Nouvelle-Aquitaine,731,37.7,109.1,25190.0,10.2,0,731.0,0
Ouzouer-des-Champs,24 - Centre-Val de Loire,255,40.4,22.53,23120.0,8.1,0,255.0,0
Saint-Outrille,24 - Centre-Val de Loire,218,41.4,17.47,21850.0,8.0,0,218.0,0
Cessy-les-Bois,27 - Bourgogne-Franche-Comté,101,43.0,5.77,19830.0,7.9,0,101.0,0
Juillac,75 - Nouvelle-Aquitaine,1117,42.6,33.71,19550.0,7.9,0,1117.0,0
Saint-Sauveur-Camprieu,76 - Occitanie,234,43.3,7.37,19700.0,7.1,0,234.0,0
Talairan,76 - Occitanie,484,43.2,13.34,18890.0,8.6,0,484.0,0
Pernand-Vergelesses,27 - Bourgogne-Franche-Comté,240,36.4,42.93,27920.0,9.0,0,240.0,0
Montsalvy,84 - Auvergne-Rhône-Alpes,814,42.2,40.12,20930.0,6.5,0,814.0,0
Thizy,27 - Bourgogne-Franche-Comté,191,41.4,34.41,21950.0,7.5,0,191.0,0
Saint-Agnan,27 - Bourgogne-Franche-Comté,133,43.1,5.57,19570.0,7.9,0,133.0,0
Le Clat,76 - Occitanie,30,57.1,2.93,,9.5,0,30.0,0
Coggia,94 - Corse,688,39.1,21.96,23500.0,9.9,0,688.0,0
Dampierre-sous-Bouhy,27 - Bourgogne-Franche-Comté,453,43.0,16.84,19400.0,7.9,0,453.0,0
Establet,84 - Auvergne-Rhône-Alpes,26,57.7,2.07,,7.8,0,26.0,0
Le Montet,84 - Auvergne-Rhône-Alpes,468,42.5,264.41,19940.0,7.0,0,468.0,0
La Bernerie-en-Retz,52 - Pays de la Loire,3016,37.6,495.24,23400.0,11.7,1,1508.0,0
Mayres,84 - Auvergne-Rhône-Alpes,263,44.3,8.75,17240.0,9.0,0,263.0,0
Paimpol,53 - Bretagne,7178,40.3,304.02,21620.0,9.5,3,1794.5,1
Lupsault,75 - Nouvelle-Aquitaine,102,42.2,8.89,20610.0,8.0,0,102.0,0
Lama,94 - Corse,146,39.7,7.33,22220.0,11.5,0,146.0,0
Île-de-Bréhat,53 - Bretagne,356,39.0,115.21,23160.0,10.7,0,356.0,0
Canet-en-Roussillon,76 - Occitanie,12186,39.1,544.26,20810.0,11.9,3,3046.5,0
Cordes-sur-Ciel,76 - Occitanie,828,43.0,100.12,18550.0,8.4,0,828.0,0
Carqueiranne,93 - Provence-Alpes-Côte d'Azur,9555,34.7,659.88,25350.0,15.2,3,2388.75,0
Espédaillac,76 - Occitanie,268,40.4,7.67,23600.0,6.5,0,268.0,0
Amélie-les-Bains-Palalda,76 - Occitanie,3503,42.0,119.03,17530.0,8.4,0,3503.0,1
Chenon,75 - Nouvelle-Aquitaine,132,42.2,12.6,20350.0,8.3,0,132.0,0
Bresson,84 - Auvergne-Rhône-Alpes,677,29.5,243.53,34160.0,13.1,0,677.0,0
Collonges-sous-Salève,84 - Auvergne-Rhône-Alpes,3952,19.3,644.7,42360.0,17.6,0,3952.0,0
Le Tour-du-Parc,53 - Bretagne,1220,37.9,131.18,24590.0,9.2,0,1220.0,0
Boussac,76 - Occitanie,591,42.1,32.98,20550.0,7.3,0,591.0,0
Lormes,27 - Bourgogne-Franche-Comté,1280,41.9,24.75,20030.0,7.9,0,1280.0,0
Bettancourt-la-Ferrée,44 - Grand Est,1787,38.5,332.16,23040.0,8.2,0,1787.0,1
Saint-Chéron,11 - Île-de-France,5134,32.8,448.78,25280.0,14.4,0,5134.0,0
Sénaillac-Lauzès,76 - Occitanie,128,40.6,4.97,23330.0,6.5,0,128.0,0
Semur-en-Brionnais,27 - Bourgogne-Franche-Comté,607,42.0,39.01,21160.0,6.2,0,607.0,0
Mondoubleau,24 - Centre-Val de Loire,1318,42.4,272.31,18980.0,7.3,0,1318.0,0
Stains,11 - Île-de-France,38666,13.6,7173.65,15110.0,16.8,0,38666.0,1
Noirmoutier-en-l'Île,52 - Pays de la Loire,4614,38.3,235.53,22310.0,11.3,1,2307.0,0
Auroux,76 - Occitanie,378,43.0,10.77,18960.0,8.2,0,378.0,0
Le Vieux-Cérier,75 - Nouvelle-Aquitaine,129,42.9,13.37,19220.0,8.3,0,129.0,0
Villeneuve-lès-Avignon,76 - Occitanie,11769,28.7,644.17,26500.0,12.1,0,11769.0,0
Saint-Pardoux-Isaac,75 - Nouvelle-Aquitaine,1120,42.4,154.27,19080.0,7.8,0,1120.0,0
Ersa,94 - Corse,154,44.1,7.53,16200.0,11.1,0,154.0,0
La Londe-les-Maures,93 - Provence-Alpes-Côte d'Azur,10389,35.4,131.03,22530.0,14.8,1,5194.5,0
Sausset-les-Pins,93 - Provence-Alpes-Côte d'Azur,7640,31.0,631.4,27020.0,17.5,1,3820.0,0
Cotignac,93 - Provence-Alpes-Côte d'Azur,2136,40.1,48.26,20340.0,10.4,0,2136.0,0
Fontaine,84 - Auvergne-Rhône-Alpes,22906,33.6,3398.52,19700.0,11.4,3,5726.5,0
Saint-Epvre,44 - Grand Est,176,40.4,37.69,22180.0,8.8,0,176.0,0
Bagnères-de-Luchon,76 - Occitanie,2293,40.0,43.43,19530.0,8.6,0,2293.0,5
Pressignac,75 - Nouvelle-Aquitaine,347,43.6,12.33,18290.0,7.7,0,347.0,0
Cavalaire-sur-Mer,93 - Provence-Alpes-Côte d'Azur,7499,35.4,447.97,21910.0,16.5,1,3749.5,0
Caychax,76 - Occitanie,15,57.1,2.65,,8.3,0,15.0,0
Parata,94 - Corse,23,56.5,8.13,,9.9,0,23.0,0
Ginoles,76 - Occitanie,303,42.6,49.11,19730.0,7.2,0,303.0,0
Dancevoir,44 - Grand Est,191,41.3,7.47,21700.0,7.1,0,191.0,0
Coulanges-sur-Yonne,27 - Bourgogne-Franche-Comté,532,42.2,50.28,19740.0,7.9,0,532.0,0
Trébons-de-Luchon,76 - Occitanie,6,57.1,7.23,,8.2,0,6.0,0
Ouroux-en-Morvan,27 - Bourgogne-Franche-Comté,601,42.6,9.92,19210.0,7.9,0,601.0,0
Saint-Georges-d'Oléron,75 - Nouvelle-Aquitaine,3738,38.8,80.3,20670.0,10.3,0,3738.0,0
Thiéry,93 - Provence-Alpes-Côte d'Azur,108,56.4,4.86,,9.9,0,108.0,0
Ouessant,53 - Bretagne,834,42.1,53.53,18880.0,9.3,0,834.0,0
Caramany,76 - Occitanie,144,45.0,10.29,15850.0,8.7,0,144.0,0
Bellegarde-en-Marche,75 - Nouvelle-Aquitaine,409,42.5,130.25,19750.0,6.6,0,409.0,0
La Roche-Canillac,75 - Nouvelle-Aquitaine,135,42.5,44.7,19600.0,7.7,0,135.0,0
Bagnols,84 - Auvergne-Rhône-Alpes,739,36.3,100.54,25640.0,11.2,0,739.0,0
Rueil-Malmaison,11 - Île-de-France,77986,16.0,5305.17,31540.0,20.6,7,9748.25,3
Sénéchas,76 - Occitanie,244,41.9,16.42,20580.0,7.2,0,244.0,0
Sougères-en-Puisaye,27 - Bourgogne-Franche-Comté,317,40.4,11.96,22500.0,7.3,0,317.0,0
Saint-Génis-des-Fontaines,76 - Occitanie,2836,38.5,286.46,21310.0,9.9,0,2836.0,0
Locquirec,53 - Bretagne,1510,38.2,253.36,24190.0,7.0,0,1510.0,0
Bourdenay,44 - Grand Est,115,39.7,6.15,22940.0,8.6,0,115.0,0
