site_id,siret,enseigne,raison_sociale,groupe,adresse,code_postal,code_insee,commune_rpps,secteur,n_praticiens,n_salaries,n_titulaires,nom_site,retail,type,code_insee_geo,commune,region,population_2023,part_65_plus_pct,revenu_median_uc,nb_audioprothesistes_2026,lat,lon,dist_audio_km,apl,n_sites_commune,concurrents_10km,concurrents_20km,concurrents_30km,dist_concurrent_km,bande_concurrence,alternatives_10km,memes_enseigne_10km,alternatives_20km,memes_enseigne_20km,bande_alt10,nb_audio_2022_commune,entrant_commune
R10100000720451,91449167500015,VERCORS AUDITION,VERCORS AUDITION,Indépendant / autre,272 Avenue DU GENERAL DE GAULLE,38250,38548,Villard-de-Lans,Appareillage médical,1,0,1,VERCORS AUDITION,True,indépendant,38548,Villard-de-Lans,84 - Auvergne-Rhône-Alpes,4328.0,27.19,28270.0,2.0,45.054142348484845,5.531689015151515,0.0,52.00923059487674,2,1.0,21.0,61.0,0.0,10+,1,0,18,0,1-2,1.0,False
R10100000720452,91450016000017,,AUDIOMED,Indépendant / autre,33 Rue DE STRASBOURG,94300,94080,Vincennes,Appareillage médical,1,1,0,AUDIOMED,True,indépendant,94080,Vincennes,11 - Île-de-France,48193.0,16.14,40120.0,15.0,48.84774652173913,2.43883695652174,0.0,116.19720720503878,11,566.0,999.0,1204.0,0.0,10+,365,0,639,0,10+,8.0,False
R10100000720456,91454322800029,DIRECT OPTIC ET AUDITION,OPTIK'ALEX,Indépendant / autre,138 Route DE NEUF-BRISACH,68000,68066,Colmar,Appareillage médical,1,0,1,DIRECT OPTIC ET AUDITION,True,indépendant,68066,Colmar,44 - Grand Est,66970.0,21.48,23850.0,13.0,48.11619207729468,7.392270676328502,0.0,53.462285628247095,13,13.0,27.0,32.0,0.0,10+,13,0,23,0,10+,10.0,False
R10100000720457,91454732800015,IDEAL AUDITION,S2L POISSY,Idéal Audition,60 Rue DU GENERAL DE GAULLE,78300,78498,Poissy,Appareillage médical,2,0,2,IDEAL AUDITION,True,enseigne nationale,78498,Poissy,11 - Île-de-France,40983.0,16.83,27030.0,9.0,48.92268972602741,2.024033287671233,0.0,86.73011618028234,5,49.0,343.0,946.0,0.0,10+,37,0,236,2,10+,5.0,False
R10100000720464,91459450200017,,JR AUDITION,Indépendant / autre,256 Boulevard JEAN JAURES,92100,92012,Boulogne-Billancourt,Appareillage médical,1,1,0,JR AUDITION,True,indépendant,92012,Boulogne-Billancourt,11 - Île-de-France,119019.0,17.44,40000.0,17.0,48.8369288,2.2380624,0.0,121.67180218414236,15,575.0,989.0,1246.0,0.0,10+,369,0,638,0,10+,11.0,False
R10100000720465,91459849500010,,M & L'AUDITION,Indépendant / autre,80 Rue DE LA MARE,01310,01301,Polliat,Appareillage médical,1,0,1,M & L'AUDITION,True,indépendant,01301,Polliat,84 - Auvergne-Rhône-Alpes,2741.0,23.57,27640.0,1.0,46.247694387755104,5.136498571428572,0.0,105.27613297879698,1,15.0,19.0,40.0,5.4,10+,12,0,15,0,10+,0.0,True
R10100000720466,91459849500028,,M & L'AUDITION,Indépendant / autre,250 Route DU VIEUX MOULIN,71570,71090,La Chapelle-de-Guinchay,Appareillage médical,1,0,1,M & L'AUDITION,True,indépendant,71090,La Chapelle-de-Guinchay,27 - Bourgogne-Franche-Comté,4018.0,18.5,26260.0,1.0,46.21772766666666,4.756038333333334,0.0,72.80304816355968,1,6.0,24.0,45.0,3.2,10+,5,0,18,0,3-9,0.0,True
R10100000720472,91462609800026,,AUDIO GB,Indépendant / autre,162 Route DE TOULOUSE,31270,31157,Cugnaux,Appareillage médical,1,0,1,AUDIO GB,True,indépendant,31157,Cugnaux,76 - Occitanie,20662.0,17.08,26300.0,4.0,43.54411326530612,1.3469179591836733,0.0,133.572566534074,4,82.0,150.0,174.0,0.0,10+,59,0,102,0,10+,2.0,False
R10100000720474,91464852200011,,LC AUDITION,Indépendant / autre,9 Rue GABRIEL PERI,92320,92020,Châtillon,Appareillage médical,1,0,1,LC AUDITION,True,indépendant,92020,Châtillon,11 - Île-de-France,36705.0,15.93,34590.0,3.0,48.80378733333334,2.288409333333333,0.0,116.70291080566884,3,523.0,998.0,1237.0,0.0,10+,333,0,631,0,10+,3.0,False
R10100000720478,91467178900016,,INOUIE BETA,Indépendant / autre,11 Avenue DE LA RESISTANCE,77500,77108,Chelles,Appareillage médical,1,1,1,INOUIE BETA,True,indépendant,77108,Chelles,11 - Île-de-France,54620.0,16.33,26290.0,15.0,48.8820821875,2.59378359375,0.0,88.81792319948833,8,116.0,693.0,1067.0,0.0,10+,76,0,447,0,10+,5.0,False
R10100000720485,91477117500017,,EVREUX AUDITION,Indépendant / autre,4 Place GEORGES CLEMENCEAU,27000,27229,Évreux,Appareillage médical,1,1,0,EVREUX AUDITION,True,indépendant,27229,Évreux,28 - Normandie,49360.0,17.79,20290.0,11.0,49.02059852272726,1.1354160227272727,0.0,64.45967322349519,8,10.0,16.0,40.0,0.0,10+,10,0,15,0,10+,7.0,False
R10100000720496,91482502100027,,E3A AUDITION,Indépendant / autre,24 Rue DE LA REPUBLIQUE,10000,10387,Troyes,Appareillage médical,1,0,1,E3A AUDITION,True,indépendant,10387,Troyes,44 - Grand Est,62088.0,18.74,20210.0,22.0,48.29559655737705,4.078020655737705,0.0,105.41090461936123,15,29.0,29.0,33.0,0.0,10+,20,0,20,0,10+,9.0,False
R10100000720514,91955217400014,AQUITAINE AUDITION,CAUDIO 1,Indépendant / autre,1051 Route DES GRANDS VINS,33720,33120,Cérons,Appareillage médical,2,1,1,AQUITAINE AUDITION,True,indépendant,33120,Cérons,75 - Nouvelle-Aquitaine,2126.0,17.5,26080.0,2.0,44.62834157894738,-0.341642894736842,0.0,75.65280580222473,1,5.0,21.0,62.0,2.3,10+,5,0,17,0,3-9,0.0,True
R10100000720518,91959369900011,IDEAL AUDITION,MAB,Idéal Audition,17 Rue SAMONZET,64000,64445,Pau,Appareillage médical,1,0,1,IDEAL AUDITION,True,enseigne nationale,64445,Pau,75 - Nouvelle-Aquitaine,80441.0,23.05,23320.0,24.0,43.317490000000014,-0.3492471084337349,0.0,102.34870634376458,20,33.0,39.0,54.0,0.0,10+,24,0,27,0,10+,14.0,False
R10100000720519,91962097100011,,KETER 26,Indépendant / autre,391 Boulevard ROMAIN ROLLAND,13009,13209,Marseille 9e  Arrondissement,Appareillage médical,1,1,0,KETER 26,True,indépendant,13055,Marseille,,77406.0,23.7,,15.0,43.28705,5.38647,0.0,,12,141.0,198.0,269.0,0.0,10+,103,0,131,0,10+,,False
R10100000720521,91963898100010,GRANDAUDITION,GARC,GrandAudition,29 Rue MAL DE LATTRE DE TASSIGNY,33120,33009,Arcachon,Appareillage médical,2,0,2,GRANDAUDITION,True,enseigne nationale,33009,Arcachon,75 - Nouvelle-Aquitaine,11092.0,53.4,31420.0,7.0,44.6544525925926,-1.172872222222222,0.0,159.10338604178514,5,20.0,45.0,57.0,0.0,10+,15,1,31,1,10+,4.0,False
R10100000720522,91965061400010,,LS AUDITION,Indépendant / autre,7 Rue GAMBETTA,60000,60057,Beauvais,Appareillage médical,1,0,1,LS AUDITION,True,indépendant,60057,Beauvais,32 - Hauts-de-France,55550.0,17.63,21400.0,19.0,49.43918181818182,2.0863878181818185,0.0,76.69971855560878,15,14.0,14.0,36.0,0.0,10+,14,0,14,0,10+,9.0,False
R10100000720530,95370491300011,,ALRE AUDITION,Indépendant / autre,1 Rue ABBE PHILIPPE LE GALL,56400,56007,Auray,Appareillage médical,1,1,0,ALRE AUDITION,True,indépendant,56007,Auray,53 - Bretagne,14207.0,28.6,25680.0,18.0,47.66538769230769,-2.98880717948718,0.0,106.74494964450346,13,17.0,46.0,71.0,0.0,10+,15,0,31,0,10+,9.0,False
R10100000720532,95372140400010,,JOLY AUDITION,Indépendant / autre,165 Rue PARADIS,13006,13206,Marseille 6e  Arrondissement,Appareillage médical,1,1,0,JOLY AUDITION,True,indépendant,13055,Marseille,,38476.0,19.75,,20.0,43.28705,5.38647,0.0,,17,141.0,198.0,269.0,0.0,10+,103,0,131,0,10+,,False
R10100000720533,95372504100016,,AUDITION ROGARD,Indépendant / autre,18 Quai CHARLES DE GAULLE,29150,29026,Châteaulin,Appareillage médical,1,0,1,AUDITION ROGARD,True,indépendant,29026,Châteaulin,53 - Bretagne,5085.0,22.21,24910.0,2.0,48.20137833333333,-4.075609122807018,0.0,35.7792074220972,2,1.0,2.0,26.0,0.0,10+,1,0,2,0,1-2,1.0,False
R10100000720538,95377543400012,,PLANET AUDIO,Indépendant / autre,8 Rue DE FRANCE,06000,06088,Nice,Appareillage médical,2,2,0,PLANET AUDIO,True,indépendant,06088,Nice,93 - Provence-Alpes-Côte d'Azur,357737.0,23.55,24080.0,47.0,43.71567666666667,7.25890479532164,0.0,70.1942932140422,40,60.0,89.0,133.0,0.0,10+,33,0,47,0,10+,28.0,False
R10100000720541,95385051800010,,SONOPURE AUDITION CASTELNAU,Indépendant / autre,140 Avenue GEORGES FRECHE,34170,34057,Castelnau-le-Lez,Appareillage médical,1,1,0,SONOPURE AUDITION CASTELNAU,True,indépendant,34057,Castelnau-le-Lez,76 - Occitanie,26058.0,19.46,28200.0,10.0,43.63860086956521,3.908527608695653,0.0,115.66490124841918,8,78.0,106.0,130.0,0.0,10+,54,0,66,0,10+,5.0,False
R10100000720549,95394926000038,AUDIO 2000,LARROUY AUDITION GIRONDE,Audio 2000,37 Avenue DESCARTES,33160,33449,Saint-Médard-en-Jalles,Appareillage médical,1,1,0,AUDIO 2000,True,enseigne nationale,33449,Saint-Médard-en-Jalles,75 - Nouvelle-Aquitaine,32910.0,20.08,30540.0,12.0,44.88384857142857,-0.7566522857142856,0.0,106.19372780048188,9,23.0,116.0,165.0,0.0,10+,18,0,67,1,10+,6.0,False
R10100000720550,95396024200022,,IMG OPTIC,Indépendant / autre,22 Place JEAN NORMAND,35200,35238,Rennes,Appareillage médical,1,0,1,IMG OPTIC,True,indépendant,35238,Rennes,53 - Bretagne,230890.0,14.5,25100.0,37.0,48.11080775510204,-1.6841409523809523,0.0,136.29117245504656,29,63.0,90.0,106.0,0.0,10+,36,0,48,0,10+,23.0,False
R10100000720551,95397008400018,,2A AUDITION,Indépendant / autre,LE PRIEURE,60610,60338,Lacroix-Saint-Ouen,Appareillage médical,2,0,2,2A AUDITION,True,indépendant,60338,Lacroix-Saint-Ouen,32 - Hauts-de-France,5415.0,20.87,27760.0,3.0,49.35890333333334,2.7781925000000007,0.0,100.0718840081038,2,17.0,28.0,69.0,0.0,10+,16,0,24,0,10+,0.0,True
R10100000720560,95405614900014,,RGD PARTNER AUDIO,Indépendant / autre,128 Rue DE CRIMEE,75019,75119,Paris 19e  Arrondissement,Appareillage médical,1,0,1,RGD PARTNER AUDIO,True,indépendant,75056,Paris,,178691.0,16.14,,38.0,48.85022,2.36163,0.0,,32,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10100000720569,84450364900015,ACUITIS,LUMALOU,Acuitis,79 Rue GEORGES CLEMENCEAU,35400,35288,Saint-Malo,Appareillage médical,1,1,0,ACUITIS,True,enseigne nationale,35288,Saint-Malo,53 - Bretagne,47439.0,33.95,27160.0,11.0,48.64168590909091,-1.9881392857142857,0.0,71.15394540037829,9,16.0,21.0,37.0,0.0,10+,12,0,17,0,10+,10.0,False
R10100000720577,84464275100011,,KA34,Indépendant / autre,4 GRAND RUE MARIO ROUSTAN,34200,34301,Sète,Appareillage médical,2,2,0,KA34,True,indépendant,34301,Sète,76 - Occitanie,45337.0,33.35,22740.0,8.0,43.38271220338984,3.644832881355932,0.0,53.23537318128249,9,16.0,30.0,57.0,0.0,10+,13,0,22,0,10+,8.0,False
R10100000720578,84464275100029,,KA34,Indépendant / autre,Boulevard CAMILLE BLANC,34200,34301,Sète,Appareillage médical,1,1,0,KA34,True,indépendant,34301,Sète,76 - Occitanie,45337.0,33.35,22740.0,8.0,43.38271220338984,3.644832881355932,0.0,53.23537318128249,9,16.0,30.0,57.0,0.0,10+,13,0,22,0,10+,8.0,False
R10100000720579,84464275100037,,KA34,Indépendant / autre,Route DE SETE,34430,34270,Saint-Jean-de-Védas,Appareillage médical,1,1,0,KA34,True,indépendant,34270,Saint-Jean-de-Védas,76 - Occitanie,13328.0,20.0,27920.0,8.0,43.56895725490197,3.828743333333333,0.0,106.47077669206904,8,55.0,101.0,134.0,0.0,10+,37,0,66,0,10+,6.0,False
R10100000720580,84464275100045,,KA34,Indépendant / autre,Centre COMMERCIAL BALARUC LOISIRS,34540,34024,Balaruc-le-Vieux,Appareillage médical,1,1,0,KA34,True,indépendant,34024,Balaruc-le-Vieux,76 - Occitanie,2737.0,25.35,27840.0,6.0,43.46432,3.696138260869565,0.0,75.06825776940669,5,18.0,36.0,123.0,0.0,10+,15,0,24,0,10+,5.0,False
R10100000720581,84465585200011,,CDEF AUDIO,Indépendant / autre,15 Avenue DE LA DOMBES,01480,01194,Jassans-Riottier,Appareillage médical,1,1,0,CDEF AUDIO,True,indépendant,01194,Jassans-Riottier,84 - Auvergne-Rhône-Alpes,6247.0,22.37,27200.0,2.0,45.97654366666668,4.760782666666666,0.0,90.6446262834222,2,18.0,51.0,231.0,0.0,10+,17,0,35,0,10+,2.0,False
R10100000720582,84465585200029,KRYS AUDITION,CDEF AUDIO,Krys Audition,19 Boulevard EDOUARD HERRIOT,69800,69290,Saint-Priest,Appareillage médical,1,1,0,KRYS AUDITION,True,enseigne nationale,69290,,84 - Auvergne-Rhône-Alpes,49229.0,15.71,24110.0,10.0,45.697586190476194,4.948207142857142,0.0,122.70831696510564,6,68.0,239.0,285.0,0.0,10+,43,1,128,5,10+,,False
R10100000720587,84472962400016,ENTENDRE,LR AUDITION,Entendre,20 Rue EMILE MARTIN,18000,18033,Bourges,Appareillage médical,1,1,0,ENTENDRE,True,enseigne nationale,18033,Bourges,24 - Centre-Val de Loire,64186.0,23.3,24230.0,15.0,47.07742994382023,2.398628033707865,0.0,67.82305590211702,13,18.0,18.0,23.0,0.0,10+,16,0,16,0,10+,12.0,False
R10100000720590,84474591900010,,AA COURCELLES,Indépendant / autre,15 Boulevard DE COURCELLES,75008,75108,Paris 8e  Arrondissement,Appareillage médical,1,1,0,AA COURCELLES,True,indépendant,75056,Paris,,35317.0,17.25,,38.0,48.85022,2.36163,0.0,,17,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10100000720593,85200130400017,AUDITION CALLIAN,9 VILLAGES PERCHES,Indépendant / autre,PLAN DE LA GRANDE VIGNE,83440,83029,Callian,Appareillage médical,1,1,0,AUDITION CALLIAN,True,indépendant,83029,Callian,93 - Provence-Alpes-Côte d'Azur,3823.0,22.69,28230.0,4.0,43.60314020408163,6.758800918367348,0.0,62.40029325115973,3,4.0,52.0,104.0,0.0,10+,4,0,42,0,3-9,1.0,False
R10100000720601,85207710600023,FORUM AUDITION,FORUM AUDITION ABP,Indépendant / autre,41 Rue MARECHAL JUIN,20137,2A247,Porto-Vecchio,Appareillage médical,1,1,0,FORUM AUDITION,True,indépendant,2A247,Porto-Vecchio,94 - Corse,11198.0,18.44,22950.0,2.0,41.57916265486726,9.277192212389382,0.0,42.32916163917383,2,1.0,1.0,2.0,0.0,1-2,1,0,1,0,1-2,3.0,False
R10100000720606,85222200900015,,DS AUDITION EAUBONNE,Indépendant / autre,8 Avenue JEANNE D'ARC,95600,95203,Eaubonne,Appareillage médical,1,0,1,DS AUDITION EAUBONNE,True,indépendant,95203,Eaubonne,11 - Île-de-France,26211.0,16.48,30540.0,2.0,48.99151371428572,2.277580285714286,0.0,104.55923925598783,2,179.0,820.0,1157.0,0.0,10+,151,0,560,0,10+,2.0,False
R10100000720614,85234688100018,,APZV,Indépendant / autre,30 Avenue DU DOCTEUR CARRIER,38160,38416,Saint-Marcellin,Appareillage médical,2,1,1,APZV,True,indépendant,38416,Saint-Marcellin,84 - Auvergne-Rhône-Alpes,7700.0,29.31,23410.0,7.0,45.153920212765954,5.318375957446808,0.0,49.98491520492219,4,3.0,4.0,40.0,0.0,10+,3,0,4,0,3-9,4.0,False
R10100000720630,90030245600026,PARLONS AUDITION,PARLONS AUDITION,Indépendant / autre,8 Rue JULES CHAUSSE,69630,69043,Chaponost,Appareillage médical,1,0,1,PARLONS AUDITION,True,indépendant,69043,Chaponost,84 - Auvergne-Rhône-Alpes,9382.0,21.73,34700.0,2.0,45.70451083333333,4.746463958333333,0.0,107.93190840505233,2,127.0,221.0,276.0,0.0,10+,76,0,121,0,10+,2.0,False
R10100000720632,90033031700018,,HAUTE BORNE OPTIC,Indépendant / autre,Route DE SAINGHIN,59493,59009,Villeneuve-d'Ascq,Appareillage médical,1,1,0,HAUTE BORNE OPTIC,True,indépendant,59009,Villeneuve-d'Ascq,32 - Hauts-de-France,62868.0,14.69,23900.0,12.0,50.63444026548672,3.1582894690265486,0.0,101.62549590956482,11,101.0,139.0,192.0,0.0,10+,71,0,94,0,10+,2.0,False
R10100000720637,90038408200021,AUDIO POUR TOUS,APT VAL D'YERRES,Audio pour tous,CTRE CIAL VAL D'YERRES,91800,91097,Boussy-Saint-Antoine,Appareillage médical,2,0,2,AUDIO POUR TOUS,True,enseigne nationale,91097,Boussy-Saint-Antoine,11 - Île-de-France,8097.0,15.5,27010.0,5.0,48.69044387096774,2.5343935483870967,0.0,81.30894956938702,3,50.0,306.0,952.0,0.0,10+,35,1,185,2,10+,1.0,False
R10100000720652,90051613900020,,APT PARLY 2,Indépendant / autre,2 Avenue CHARLES DE GAULLE,78150,78158,Le Chesnay-Rocquencourt,Appareillage médical,2,1,1,APT PARLY 2,True,indépendant,78158,,11 - Île-de-France,30689.0,25.26,37990.0,7.0,48.82843476190475,2.129508095238096,0.0,106.25301565535456,5,135.0,793.0,1173.0,0.0,10+,88,0,506,0,10+,,False
R10100000720654,90052750800015,,AUDIOGAB,Indépendant / autre,LA CROIX SAINT SIMEON,95520,95476,Osny,Appareillage médical,2,1,1,AUDIOGAB,True,indépendant,95476,Osny,11 - Île-de-France,17954.0,16.54,29260.0,6.0,49.06576106382979,2.0636427659574466,0.0,65.61038208429493,5,38.0,162.0,447.0,0.0,10+,32,0,124,0,10+,4.0,False
R10100000720656,90054213500034,,APT FLINS,Indépendant / autre,,78410,78238,Flins-sur-Seine,Appareillage médical,1,0,1,APT FLINS,True,indépendant,78238,Flins-sur-Seine,11 - Île-de-France,2447.0,18.21,28970.0,4.0,48.96685414634147,1.872487804878049,0.0,60.36815206491857,3,17.0,99.0,314.0,0.0,10+,16,0,71,0,10+,1.0,False
R10100000720659,90058904500013,,FRANCO AUDITION,Indépendant / autre,2 Avenue DU CHATEAU,94300,94080,Vincennes,Appareillage médical,2,0,2,FRANCO AUDITION,True,indépendant,94080,Vincennes,11 - Île-de-France,48193.0,16.14,40120.0,15.0,48.84774652173913,2.43883695652174,0.0,116.19720720503878,11,566.0,999.0,1204.0,0.0,10+,365,0,639,0,10+,8.0,False
R10100000720666,90065667900017,,MOURAD OPTICAL,Indépendant / autre,28 Avenue DE LA REPUBLIQUE,93110,93064,Rosny-sous-Bois,Appareillage médical,1,0,1,MOURAD OPTICAL,True,indépendant,93064,Rosny-sous-Bois,11 - Île-de-France,47180.0,13.61,24250.0,6.0,48.87340441860464,2.4871416279069773,0.0,111.7293039979956,5,554.0,942.0,1185.0,0.0,10+,358,0,606,0,10+,5.0,False
R10100000720669,90067751900028,,AUDIOCARE RSH,Indépendant / autre,16 Rue DU PETIT ALBI,95520,95476,Osny,Appareillage médical,1,0,1,AUDIOCARE RSH,True,indépendant,95476,Osny,11 - Île-de-France,17954.0,16.54,29260.0,6.0,49.06576106382979,2.0636427659574466,0.0,65.61038208429493,5,38.0,162.0,447.0,0.0,10+,32,0,124,0,10+,4.0,False
R10100000720679,90082933400029,MANEO AUDITION,MANEO AUDITION REUNION,Manéo Audition,6 B Boulevard DE VERDUN,97420,97407,Le Port,Appareillage médical,1,1,0,MANEO AUDITION,True,enseigne nationale,97407,Le Port,04 - La Réunion,33969.0,13.59,16710.0,3.0,-20.939287471264365,55.29877379310344,0.0,39.90136655580363,3,2.0,17.0,21.0,0.0,10+,2,0,10,5,1-2,0.0,True
R10100000720680,90082933400037,MANEO AUDITION,MANEO AUDITION REUNION,Manéo Audition,126 B Rue LUC LORION,97410,97416,Saint-Pierre,Appareillage médical,2,2,0,MANEO AUDITION,True,enseigne nationale,97416,Saint-Pierre,04 - La Réunion,85038.0,13.43,19670.0,13.0,-21.31005307377049,55.51884848360656,0.0,67.20900329263876,7,6.0,20.0,23.0,0.0,10+,6,0,15,4,3-9,6.0,False
R10100000720682,91166436500010,,VR AUDITION,Indépendant / autre,16 Boulevard DE LA HOULE,35800,35256,Saint-Briac-sur-Mer,Appareillage médical,1,0,1,VR AUDITION,True,indépendant,35256,Saint-Briac-sur-Mer,53 - Bretagne,2258.0,41.47,31160.0,1.0,48.6203046875,-2.1303053125,0.0,65.74037498447949,1,7.0,21.0,37.0,5.3,10+,6,0,16,0,3-9,0.0,True
R10100000720684,94996898600016,,ONZAIN AUDITION,Indépendant / autre,19 Rue DE LA JUSTICE,41150,41167,Veuzain-sur-Loire,Appareillage médical,2,0,2,ONZAIN AUDITION,True,indépendant,41167,Veuzain-sur-Loire,24 - Centre-Val de Loire,3333.0,29.79,24980.0,2.0,47.51180045801527,1.148352824427481,0.0,72.84941096779337,1,0.0,18.0,33.0,14.3,10+,0,0,11,0,0,0.0,True
R10100000720687,94997940500014,,AUDIO D'OC,Indépendant / autre,7 Avenue ALBERT 1ER,34500,34032,Béziers,Appareillage médical,1,1,0,AUDIO D'OC,True,indépendant,34032,Béziers,76 - Occitanie,81545.0,23.69,18390.0,18.0,43.35337441747572,3.233743737864077,0.0,82.90799916527529,16,19.0,38.0,68.0,0.0,10+,14,0,29,0,10+,12.0,False
R10100000720713,95071892400018,,LAME,Indépendant / autre,C COMMERCIAL LES PORTES DU BASSI,33740,33011,Arès,Appareillage médical,2,2,0,LAME,True,indépendant,33011,Arès,75 - Nouvelle-Aquitaine,6482.0,38.15,28570.0,7.0,44.7841956923077,-1.0973064615384611,0.0,121.68205048522022,5,9.0,35.0,60.0,0.0,10+,7,0,25,0,3-9,1.0,False
R10100000720719,95078022100020,ALAIN AFFLELOU ACOUSTICIEN,PYL AUDITION,Alain Afflelou Acousticien,2 Place SAINT-NICOLAS,44110,44036,Châteaubriant,Appareillage médical,1,0,1,ALAIN AFFLELOU ACOUSTICIEN,True,enseigne nationale,44036,Châteaubriant,52 - Pays de la Loire,12260.0,26.69,23000.0,10.0,47.71980542168675,-1.388494939759036,0.0,80.71060236160866,7,6.0,6.0,18.0,0.0,10+,6,0,6,0,3-9,3.0,False
R10100000720721,95078022100046,ALAIN AFFLELOU ACOUSTICIEN,PYL AUDITION,Alain Afflelou Acousticien,2 Rue ALFRED NOBEL,85600,85146,Montaigu-Vendée,Appareillage médical,1,0,1,ALAIN AFFLELOU ACOUSTICIEN,True,enseigne nationale,85146,Montaigu-Vendée,52 - Pays de la Loire,21134.0,17.45,27250.0,5.0,46.97544323529412,-1.3124073529411766,0.0,41.2936499407792,4,3.0,8.0,41.0,0.0,10+,3,0,7,0,3-9,0.0,True
R10100000720733,95092345800018,,GESTION AUDIO,Indépendant / autre,34 Avenue DE FLANDRE,75019,75119,Paris 19e  Arrondissement,Appareillage médical,1,0,1,GESTION AUDIO,True,indépendant,75056,Paris,,178691.0,16.14,,38.0,48.85022,2.36163,0.0,,32,621.0,1063.0,1248.0,0.0,10+,414,0,671,0,10+,,False
R10100000720737,95094253200017,,AUDITION MARITIME,Indépendant / autre,89 Rue DU GENERAL DE GAULLE,76450,76159,Cany-Barville,Appareillage médical,1,0,1,AUDITION MARITIME,True,indépendant,76159,Cany-Barville,28 - Normandie,2909.0,25.12,23080.0,1.0,49.779457142857154,0.6357774285714285,0.0,33.01491193776027,1,0.0,5.0,21.0,10.4,10+,0,0,5,0,0,0.0,True
R10100000720738,95094253200025,,AUDITION MARITIME,Indépendant / autre,8 Place DU GENERAL LECLERC,76280,76196,Criquetot-l'Esneval,Appareillage médical,1,0,1,AUDITION MARITIME,True,indépendant,76196,Criquetot-l'Esneval,28 - Normandie,2668.0,23.22,27330.0,1.0,49.63798638297871,0.2630453191489362,0.0,50.084500663367024,1,1.0,31.0,38.0,6.3,10+,1,0,27,0,1-2,0.0,True
R10100000720767,90824041900014,,AUDITION DELAVERGNE-QUENOUILLERE,Indépendant / autre,3 Place DE LA MAIRIE,22330,22046,Le Mené,Appareillage médical,1,0,1,AUDITION DELAVERGNE-QUENOUILLERE,True,indépendant,22046,Le Mené,53 - Bretagne,6556.0,24.35,24120.0,1.0,48.28685646288209,-2.5272724890829696,0.0,47.68828005338301,1,0.0,5.0,20.0,18.9,10+,0,0,5,0,0,0.0,True
R10100000720771,90830155900013,PIERRES VIVES AUDITION,TOUHAMI,Indépendant / autre,753 Rue MARIUS PETIPA,34080,34172,Montpellier,Appareillage médical,1,0,1,PIERRES VIVES AUDITION,True,indépendant,34172,Montpellier,76 - Occitanie,310240.0,14.95,21440.0,40.0,43.61914674796749,3.8658135772357727,0.0,108.96196967353308,37,80.0,93.0,128.0,0.0,10+,53,0,61,0,10+,24.0,False
R10100000720775,90833616700022,KRYS,VERNHES,Krys Audition,1 Rue DE LA BLANCHE HERMINE,35770,35352,Vern-sur-Seiche,Appareillage médical,1,1,0,KRYS,True,enseigne nationale,35352,Vern-sur-Seiche,53 - Bretagne,8207.0,18.0,29340.0,1.0,48.04844434343436,-1.6132944444444448,0.0,135.43533026697915,1,48.0,90.0,108.0,3.5,10+,27,1,50,2,10+,1.0,False
R10100000720776,90833793400016,,LONGJUMEAU AUDIO,Indépendant / autre,65 B Rue PDT FRANCOIS MITTERRAND,91160,91345,Longjumeau,Appareillage médical,1,0,1,LONGJUMEAU AUDIO,True,indépendant,91345,Longjumeau,11 - Île-de-France,21996.0,16.23,26560.0,4.0,48.69165238095239,2.3027788095238093,0.0,89.56968581430849,4,98.0,693.0,1078.0,0.0,10+,67,0,427,0,10+,2.0,False
R10100000720779,90836227000013,,INFINITY AUDITION PONTOISE,Indépendant / autre,7 Place DE L'HOTEL DE VILLE,95300,95500,Pontoise,Appareillage médical,1,0,1,INFINITY AUDITION PONTOISE,True,indépendant,95500,Pontoise,11 - Île-de-France,31970.0,12.86,24740.0,9.0,49.05146781818183,2.096483272727273,0.0,72.24901402120167,6,45.0,220.0,851.0,0.0,10+,38,0,167,0,10+,4.0,False
R10100000720781,90836843400035,,MEILLEUR AUDIO DOUAI,Indépendant / autre,Route NATIONALE 43,59128,59234,Flers-en-Escrebieux,Appareillage médical,1,0,1,MEILLEUR AUDIO DOUAI,True,indépendant,59234,Flers-en-Escrebieux,32 - Hauts-de-France,5424.0,18.06,21660.0,2.0,50.40153985915494,3.0492854929577464,0.0,76.70269897082561,2,23.0,69.0,181.0,0.0,10+,18,0,46,0,10+,0.0,True
R10100000720784,90837376400020,KRYS,REMYSEE,Krys Audition,ZA DE LA GARE,13210,13100,Saint-Rémy-de-Provence,Appareillage médical,1,1,0,KRYS,True,enseigne nationale,13100,Saint-Rémy-de-Provence,93 - Provence-Alpes-Côte d'Azur,9599.0,32.1,26470.0,2.0,43.778619344262296,4.848443278688523,0.0,70.77179346147597,2,1.0,39.0,96.0,0.0,10+,1,0,29,4,1-2,2.0,False
R10100000720790,90841204200016,AUDITION 33,AUDITION 33,Indépendant / autre,12 Place DE L'EGLISE,33990,33203,Hourtin,Appareillage médical,1,0,1,AUDITION 33,True,indépendant,33203,Hourtin,75 - Nouvelle-Aquitaine,4045.0,32.54,26270.0,1.0,45.185466794871786,-1.075932564102564,0.0,65.91728860592876,1,0.0,6.0,14.0,16.2,10+,0,0,5,0,0,0.0,True
